,Date,Year,Month,Day,lookup,Day of Week,Category,Aircraft Type,# of Aircraft,Location,Tail Numbers,Night,Notes,Source,Map
80,11/28/2020,2020,11,28,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77647&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
81,11/28/2020,2020,11,28,7,Saturday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77647&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
82,11/29/2020,2020,11,29,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77649&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
83,11/30/2020,2020,11,30,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77656&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
84,11/30/2020,2020,11,30,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77656&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
85,12/1/2020,2020,12,1,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77658&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
86,12/2/2020,2020,12,2,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77661&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
87,12/4/2020,2020,12,4,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77679&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
88,12/4/2020,2020,12,4,6,Friday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77679&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
89,12/4/2020,2020,12,4,6,Friday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77679&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
90,12/5/2020,2020,12,5,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77680&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
91,12/5/2020,2020,12,5,7,Saturday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77680&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
92,12/6/2020,2020,12,6,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77681&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
93,12/7/2020,2020,12,7,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77687&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
94,12/9/2020,2020,12,9,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77691&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
95,12/9/2020,2020,12,9,4,Wednesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77691&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
96,12/10/2020,2020,12,10,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77692&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
97,12/12/2020,2020,12,12,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77701&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
98,12/15/2020,2020,12,15,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77710&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
99,12/15/2020,2020,12,15,3,Tuesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77710&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
100,12/16/2020,2020,12,16,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77714&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
101,12/16/2020,2020,12,16,4,Wednesday,ELINT,Y-8 ELINT,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77714&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
102,12/16/2020,2020,12,16,4,Wednesday,EW,Y-9 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77714&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
103,12/16/2020,2020,12,16,4,Wednesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77714&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
104,12/20/2020,2020,12,20,1,Sunday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77754&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
105,12/20/2020,2020,12,20,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77754&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
106,12/21/2020,2020,12,21,2,Monday,EW,Y-9 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77760&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
107,12/21/2020,2020,12,21,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,Southern tip of the median line,https://www.mnd.gov.tw/Publish.aspx?p=77760&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
108,12/22/2020,2020,12,22,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77762&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
109,12/22/2020,2020,12,22,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77762&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
110,12/24/2020,2020,12,24,5,Thursday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77776&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
111,12/24/2020,2020,12,24,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77776&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
112,12/25/2020,2020,12,25,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,"Y-8 RECCE took a long, protracted flight around the south-eastern end",https://www.mnd.gov.tw/Publish.aspx?p=77790&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
113,12/25/2020,2020,12,25,6,Friday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77790&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
114,12/26/2020,2020,12,26,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77819&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
115,12/28/2020,2020,12,28,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77826&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
116,12/29/2020,2020,12,29,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77829&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
117,1/2/2021,2021,1,2,7,Saturday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77845&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
118,1/3/2021,2021,1,3,1,Sunday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77868&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
119,1/4/2021,2021,1,4,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77871&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
120,1/4/2021,2021,1,4,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77871&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
121,1/4/2021,2021,1,4,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77871&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
122,1/4/2021,2021,1,4,2,Monday,EW,Y-9 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77871&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
123,1/5/2021,2021,1,5,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77878&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
124,1/6/2021,2021,1,6,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77880&title=%E5%9C%8B%E9%98%B2%E6%B6%88%E6%81%AF&SelectStyle=%E5%8D%B3%E6%99%82%E8%BB%8D%E4%BA%8B%E5%8B%95%E6%85%8B,
125,1/6/2021,2021,1,6,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77880&title=%E5%9C%8B%E9%98%B2%E6%B6%88%E6%81%AF&SelectStyle=%E5%8D%B3%E6%99%82%E8%BB%8D%E4%BA%8B%E5%8B%95%E6%85%8B,
126,1/7/2021,2021,1,7,5,Thursday,AEW&C,KJ-500,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77883&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
127,1/9/2021,2021,1,9,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77887&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
128,1/11/2021,2021,1,11,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77889&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
129,1/12/2021,2021,1,12,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77894&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
130,1/12/2021,2021,1,12,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77894&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
131,1/12/2021,2021,1,12,3,Tuesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77894&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
132,1/13/2021,2021,1,13,4,Wednesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/NewUpload/202101/0113%E4%B8%AD%E5%85%B1%E8%BB%8D%E6%A9%9F%E6%B4%BB%E5%8B%95%E5%A0%B1%E5%91%8A(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_482492.pdf,
133,1/14/2021,2021,1,14,5,Thursday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77908&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
134,1/14/2021,2021,1,14,5,Thursday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77908&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
135,1/15/2021,2021,1,15,6,Friday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77910&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
136,1/16/2021,2021,1,16,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77912&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
137,1/17/2021,2021,1,17,1,Sunday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77914&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
138,1/18/2021,2021,1,18,2,Monday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77917&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
139,1/18/2021,2021,1,18,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77917&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
140,1/18/2021,2021,1,18,2,Monday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77917&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
141,1/19/2021,2021,1,19,3,Tuesday,ELINT,Y-8 ELINT,1,Southwest ADIZ,,,Came from south and barely touched S/W corner,https://www.mnd.gov.tw/Publish.aspx?p=77930&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
142,1/19/2021,2021,1,19,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77930&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
143,1/20/2021,2021,1,20,4,Wednesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77941&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
144,1/22/2021,2021,1,22,6,Friday,EW,Y-9 EW,1,Southwest ADIZ,,,"No return route, departed South",https://www.mnd.gov.tw/Publish.aspx?p=77952&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
145,1/23/2021,2021,1,23,7,Saturday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77954&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
146,1/23/2021,2021,1,23,7,Saturday,Bomber,H-6K,8,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77954&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
147,1/23/2021,2021,1,23,7,Saturday,Fighter,J-16,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77954&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
148,1/24/2021,2021,1,24,1,Sunday,ASW,Y-8 ASW,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
149,1/24/2021,2021,1,24,1,Sunday,Fighter,SU-30,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
150,1/24/2021,2021,1,24,1,Sunday,Fighter,J-16,4,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
151,1/24/2021,2021,1,24,1,Sunday,Fighter,J-10,6,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
152,1/24/2021,2021,1,24,1,Sunday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77956&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
153,1/25/2021,2021,1,25,2,Monday,ASW,Y-8 ASW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=77959&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
154,1/26/2021,2021,1,26,3,Tuesday,ASW,Y-8 ASW,1,Southwest ADIZ,,,Came from south and returned that direction,https://www.mnd.gov.tw/NewUpload/202101/0126%E4%B8%AD%E5%85%B1%E8%BB%8D%E6%A9%9F%E6%B4%BB%E5%8B%95%E5%A0%B1%E5%91%8A(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_371365.pdf,
155,1/26/2021,2021,1,26,3,Tuesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/NewUpload/202101/0126%E4%B8%AD%E5%85%B1%E8%BB%8D%E6%A9%9F%E6%B4%BB%E5%8B%95%E5%A0%B1%E5%91%8A(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_371365.pdf,
156,1/26/2021,2021,1,26,3,Tuesday,Fighter,J-10,2,Southwest ADIZ,,,,https://www.mnd.gov.tw/NewUpload/202101/0126%E4%B8%AD%E5%85%B1%E8%BB%8D%E6%A9%9F%E6%B4%BB%E5%8B%95%E5%A0%B1%E5%91%8A(%E4%B8%AD%E8%8B%B1%E6%96%87%E7%89%88)_371365.pdf,
157,1/27/2021,2021,1,27,4,Wednesday,ASW,Y-8 ASW,2,Southwest ADIZ,,,One Y-8 ASW came from south and returned that direction,https://www.mnd.gov.tw/Publish.aspx?p=78000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
158,1/27/2021,2021,1,27,4,Wednesday,EW,Y-8 EW,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
159,1/27/2021,2021,1,27,4,Wednesday,RECCE,Y-8 RECCE,1,Southwest ADIZ,,,,https://www.mnd.gov.tw/Publish.aspx?p=78000&title=%e5%9c%8b%e9%98%b2%e6%b6%88%e6%81%af&SelectStyle=%e5%8d%b3%e6%99%82%e8%bb%8d%e4%ba%8b%e5%8b%95%e6%85%8b,
